station_id,person_id,year,role,notes,source
S017,P0255,1822,Teacher and Farmer,,"OIA Microfilm 271:4, 103"
S017,P0260,1822,Teacher and Farmer,,"OIA Microfilm 271:4, 103"
S018,P0040,1822,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S019,P0055,1822,In preparation,,"OIA Microfilm 271:4, 709"
S019,P0309,1822,In preparation,,"OIA Microfilm 271:4, 709"
S043,P0018,1822,Present,Mrs. Kingsbury 1 died in 1822,"OIA Microfilm 271:4, 704"
S043,P0183,1822,Accountant and Steward,,"OIA Microfilm 271:4, 704"
S043,P0340,1822,"Carpenter, joiner, and wheelwright",,"OIA Microfilm 271:4, 704"
S043,P0405,1822,Present,,"OIA Microfilm 271:4, 704"
S043,P0137,1822,Learning the language 35 mi from Mayhew,,"OIA Microfilm 271:4, 705"
S043,P0161,1822,"Charge of the plantation, stock, and general labors",,"OIA Microfilm 271:4, 705"
S043,P0326,1822,Shoemaker and saddler,,"OIA Microfilm 271:4, 705"
S051,P0050,1822,Unwearied in their labors,(known as Newell Mission at time),"OIA Microfilm 271:4, 709"
S051,P0296,1822,Unwearied in their labors,(known as Newell Mission at time),"OIA Microfilm 271:4, 709"
S06,P0011,1822,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S06,P0023,1822,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S06,P0045,1822,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S067,P0004,1822,Present,,"OIA Microfilm 271:4, 223"
S067,P0006,1822,Present,,"OIA Microfilm 271:4, 223"
S067,P0065,1822,Present,,"OIA Microfilm 271:4, 223"
S067,P0078,1822,Present,,"OIA Microfilm 271:4, 223"
S067,P0129,1822,Head of the Building Department,,"OIA Microfilm 271:4, 223"
S067,P0134,1822,Blacksmith,,"OIA Microfilm 271:4, 223"
S067,P0208,1822,Studying Osage Language,,"OIA Microfilm 271:4, 223"
S067,P0224,1822,Present but sick,,"OIA Microfilm 271:4, 223"
S067,P0284,1822,Teacher with principal care of the boys,,"OIA Microfilm 271:4, 223"
S067,P0302,1822,Physician,,"OIA Microfilm 271:4, 223"
S067,P0349,1822,Principal Farmer,,"OIA Microfilm 271:4, 223"
S067,P0382,1822,Studying Osage Language,,"OIA Microfilm 271:4, 223"
S067,P0383,1822,Superintendent,,"OIA Microfilm 271:4, 223"
S067,P0392,1822,Present,,"OIA Microfilm 271:4, 223"
S067,P0393,1822,"Designated, take charge of girls",,"OIA Microfilm 271:4, 223"
S067,P0394,1822,Present but sick,,"OIA Microfilm 271:4, 223"
S016,P0166,1823,Teacher,,"Missionary Herald, vol.19 (1823), 18"
S016,P0377,1823,Missionary,,"Missionary Herald, vol.19 (1823), 18"
S017,P0007,1823,Teacher,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S017,P0016,1823,Teacher,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S017,P0036,1823,Teacher,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S017,P0038,1823,Teacher,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S017,P0205,1823,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S017,P0255,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 19"
S017,P0260,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 19"
S017,P0135,1823,Superintendent/Missionary,,"OIA Microfilm 271:4, 564"
S017,P0167,1823,Superintendent/Missionary,,"OIA Microfilm 271:4, 564"
S018,P0040,1823,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S018,P0151,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S018,P0173,1823,Licensed Preacher; Missionary,,"Missionary Herald, vol.19 (1823), 18"
S018,P0197,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S018,P0267,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S018,P0285,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S018,P0388,1823,Physician,,"Missionary Herald, vol.19 (1823), 18"
S018,P0391,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S019,P0055,1823,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S019,P0309,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 19"
S021,P0409,1823,Superintendant,,"OIA Microfilm 271:4, 819"
S031,P0009,1823,Present,,"OIA Microfilm 271:4, 426"
S031,P0014,1823,Present,,"OIA Microfilm 271:4, 426"
S031,P0041,1823,Present,,"OIA Microfilm 271:4, 426"
S031,P0056,1823,Present,,"OIA Microfilm 271:4, 426"
S031,P0057,1823,Present,,"OIA Microfilm 271:4, 426"
S031,P0059,1823,Present,,"OIA Microfilm 271:4, 426"
S031,P0062,1823,Present,,"OIA Microfilm 271:4, 426"
S031,P0125,1823,Single female,,"OIA Microfilm 271:4, 426"
S031,P0140,1823,Teacher,,"OIA Microfilm 271:4, 426"
S031,P0159,1823,Superintendent,,"OIA Microfilm 271:4, 426"
S031,P0176,1823,Carpenter,,"OIA Microfilm 271:4, 426"
S031,P0314,1823,Superintendent,,"OIA Microfilm 271:4, 426"
S031,P0318,1823,Blacksmith,,"OIA Microfilm 271:4, 426"
S031,P0339,1823,Farmer,,"OIA Microfilm 271:4, 426"
S031,P0342,1823,Farmer,,"OIA Microfilm 271:4, 426"
S031,P0380,1823,,,"OIA Microfilm 271:4, 426"
S031,P0387,1823,Physician and Surgeon,,"OIA Microfilm 271:4, 426"
S031,P0400,1823,Single female,,"OIA Microfilm 271:4, 426"
S031,P0401,1823,Single female,,"OIA Microfilm 271:4, 426"
S031,P0403,1823,Present,,"OIA Microfilm 271:4, 426"
S042,P0407,1823,Superintendant,,"OIA Microfilm 271:4, 785"
S043,P0137,1823,Missionary,,"Missionary Herald, vol.19 (1823), 18"
S043,P0161,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S043,P0174,1823,Superintendant; Missionary,,"Missionary Herald, vol.19 (1823), 18"
S043,P0183,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S043,P0326,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S043,P0340,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S043,P0373,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S044,P0032,1823,Present,,"OIA Microfilm 271:4, 781"
S044,P0242,1823,Teacher,,"OIA Microfilm 271:4, 781"
S044,P0327,1823,Present,,"OIA Microfilm 271:4, 781"
S044,P0068,1823,Present,,"OIA Microfilm 271:4, 781"
S044,P0381,1823,Teacher,,"OIA Microfilm 271:4, 781"
S044,P0358,1823,Superintendant,,"OIA Microfilm 271:4, 781"
S051,P0296,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S057,P0262,1823,Superintendent,,"OIA Microfilm 271:4, 555"
S06,P0011,1823,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S06,P0023,1823,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S06,P0045,1823,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S06,P0128,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S06,P0131,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S06,P0153,1823,Superintendant; Missionary,,"Missionary Herald, vol.19 (1823), 18"
S06,P0178,1823,Missionary,,"Missionary Herald, vol.19 (1823), 18"
S06,P0204,1823,Physician,,"Missionary Herald, vol.19 (1823), 18"
S06,P0209,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S06,P0269,1823,Interpreter,,"Missionary Herald, vol.19 (1823), 18"
S06,P0279,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S06,P0281,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S06,P0353,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S06,P0369,1823,Missionary,,"Missionary Herald, vol.19 (1823), 18"
S061,P0238,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S061,P0307,1823,Assistant Missionary,,"Missionary Herald, vol.19 (1823), 18"
S067,P0004,1823,Present,Unnamed but stated as remaining,"OIA Microfilm 271:4, 810"
S067,P0006,1823,Present,Unnamed but stated as remaining,"OIA Microfilm 271:4, 810"
S067,P0065,1823,Present,Unnamed but stated as remaining,"OIA Microfilm 271:4, 810"
S067,P0078,1823,Present,Unnamed but stated as remaining,"OIA Microfilm 271:4, 810"
S067,P0129,1823,Carpenter,Unnamed but stated as remaining,"OIA Microfilm 271:4, 810"
S067,P0134,1823,Blacksmith,Unnamed but stated as remaining,"OIA Microfilm 271:4, 810"
S067,P0208,1823,Assistant Superintendant,Unnamed but stated as remaining,"OIA Microfilm 271:4, 810"
S067,P0284,1823,Junior Teacher,Unnamed but stated as remaining,"OIA Microfilm 271:4, 810"
S067,P0302,1823,Physician,Unnamed but stated as remaining,"OIA Microfilm 271:4, 810"
S067,P0349,1823,Farmer,Unnamed but stated as remaining,"OIA Microfilm 271:4, 810"
S067,P0382,1823,Senior Teacher,Unnamed but stated as remaining,"OIA Microfilm 271:4, 810"
S067,P0383,1823,Superintendant,,"OIA Microfilm 271:4, 810"
S067,P0392,1823,Present,Unnamed but stated as remaining,"OIA Microfilm 271:4, 810"
S067,P0393,1823,Present,Unnamed but stated as remaining; listed as wife of physician,"OIA Microfilm 271:4, 810"
S067,P0408,1823,Present,"Unnamed transfer from Harmony, having married senior teacher","OIA Microfilm 271:4, 810"
S068,P0406,1823,Superintendent,,"OIA Microfilm 271:4, 737"
S09,P0245,1823,Teacher,,"OIA Microfilm 271:4, 306"
S09,P0395,1823,Blacksmith,,"OIA Microfilm 271:4, 306"
S09,P0396,1823,Farmer,,"OIA Microfilm 271:4, 306"
S09,P0397,1823,Farmer,,"OIA Microfilm 271:4, 306"
S010,P0436,1824,Present,,"Joseph Tracy, History of American Missions to the Heathen, from Their Commencement to the Present Time (Worcester: Spooner & Howland, 1840), 344"
S010,P0379,1824,Assistant Missionary,,"Missionary Herald, vol.20 (1824), 93"
S013,P0239,1824,Principal,,"Missionary Herald, vol.20 (1824), 4"
S013,P0283,1824,Assistant,,"Missionary Herald, vol.20 (1824), 4"
S016,P0377,1824,Missionary,,"Missionary Herald, vol.20 (1824), 2"
S017,P0007,1824,Teacher,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S017,P0016,1824,Teacher,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S017,P0036,1824,Teacher,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S017,P0038,1824,Teacher,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S017,P0205,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S017,P0135,1824,Missionary,,"Missionary Herald, vol.20 (1824), 3"
S017,P0154,1824,Mechanic,,"Missionary Herald, vol.20 (1824), 3"
S017,P0167,1824,Missionary,,"Missionary Herald, vol.20 (1824), 3"
S017,P0255,1824,Farmer,,"Missionary Herald, vol.20 (1824), 3"
S017,P0260,1824,Farmer,,"Missionary Herald, vol.20 (1824), 3"
S018,P0040,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S018,P0173,1824,Licensed Preacher,,"Missionary Herald, vol.20 (1824), 3"
S018,P0267,1824,Schoolmaster,,"Missionary Herald, vol.20 (1824), 3"
S018,P0285,1824,Farmer,,"Missionary Herald, vol.20 (1824), 3"
S018,P0388,1824,Physician,,"Missionary Herald, vol.20 (1824), 3"
S018,P0391,1824,Farmer,,"Missionary Herald, vol.20 (1824), 3"
S019,P0055,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S019,P0137,1824,Missionary,Resides in the district,"Missionary Herald, vol.20 (1824), 3"
S019,P0151,1824,Schoolmaster,"Commenced preparations for a school near the center of the Six Towns, during the summer past","Missionary Herald, vol.20 (1824), 3"
S019,P0152,1824,Mechanic,,"Missionary Herald, vol.20 (1824), 3"
S019,P0197,1824,Farmer,,"Missionary Herald, vol.20 (1824), 3"
S019,P0309,1824,Schoolmaster,,"Missionary Herald, vol.20 (1824), 3"
S023,P0287,1824,Assistant Missionary,,"Missionary Herald, vol.20 (1824), 93"
S031,P0009,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S031,P0014,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S031,P0041,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S031,P0056,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S031,P0057,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S031,P0125,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S031,P0140,1824,Assistant Missionary,,"Missionary Herald, vol.20 (1824), 93"
S031,P0159,1824,Missionary,,"Missionary Herald, vol.20 (1824), 93"
S031,P0176,1824,Assistant Missionary,,"Missionary Herald, vol.20 (1824), 93"
S031,P0314,1824,Missionary,,"Missionary Herald, vol.20 (1824), 93"
S031,P0318,1824,Assistant Missionary,,"Missionary Herald, vol.20 (1824), 93"
S031,P0339,1824,Assistant Missionary,,"Missionary Herald, vol.20 (1824), 93"
S031,P0342,1824,Assistant Missionary,,"Missionary Herald, vol.20 (1824), 93"
S031,P0380,1824,Missionary,,"Missionary Herald, vol.20 (1824), 93"
S031,P0387,1824,Physician; Surgeon,,"Missionary Herald, vol.20 (1824), 93"
S033,P0281,1824,Schoolmaster,,"Missionary Herald, vol.20 (1824), 2"
S035,P0247,1824,Schoolmaster,,"Missionary Herald, vol.20 (1824), 2"
S040,P0386,1824,Missionary,,"Missionary Herald, vol.20 (1824), 93"
S043,P0161,1824,Farmer,,"Missionary Herald, vol.20 (1824), 3"
S043,P0174,1824,Missionary; Superintendent,,"Missionary Herald, vol.20 (1824), 3"
S043,P0326,1824,Mechanic,,"Missionary Herald, vol.20 (1824), 3"
S043,P0340,1824,Mechanic,,"Missionary Herald, vol.20 (1824), 3"
S043,P0373,1824,Schoolmaster,,"Missionary Herald, vol.20 (1824), 3"
S044,P0068,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S046,P0130,1824,Schoolmaster,Commenced a school in the neighborhood of Mingo Moo-sha-la-tubbee in the S.E. district of the nation,"Missionary Herald, vol.20 (1824), 3"
S051,P0296,1824,Schoolmaster,,"Missionary Herald, vol.20 (1824), 3"
S051,P0352,1824,Schoolmaster,Resides here for the present,"Missionary Herald, vol.20 (1824), 3"
S058,P0234,1824,Assistant Missionary,,"Missionary Herald, vol.20 (1824), 93"
S058,P0362,1824,Missionary,,"Missionary Herald, vol.20 (1824), 93"
S06,P0011,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S06,P0023,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S06,P0045,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S06,P0131,1824,Mechanic,,"Missionary Herald, vol.20 (1824), 2"
S06,P0153,1824,Missionary,,"Missionary Herald, vol.20 (1824), 2"
S06,P0204,1824,Physician,,"Missionary Herald, vol.20 (1824), 2"
S06,P0209,1824,Mechanic,,"Missionary Herald, vol.20 (1824), 2"
S06,P0218,1824,Farmer,,"Missionary Herald, vol.20 (1824), 2"
S06,P0238,1824,Farmer,,"Missionary Herald, vol.20 (1824), 2"
S06,P0279,1824,Farmer,,"Missionary Herald, vol.20 (1824), 2"
S06,P0353,1824,Schoolmaster,,"Missionary Herald, vol.20 (1824), 2"
S06,P0181,1824,Schoolmaster,,"Missionary Herald, vol.20 (1824), 3"
S06,P0186,1824,Schoolmaster,,"Missionary Herald, vol.20 (1824), 3"
S06,P0194,1824,Mechanic,,"Missionary Herald, vol.20 (1824), 3"
S06,P0291,1824,Mechanic,,"Missionary Herald, vol.20 (1824), 3"
S06,P0337,1824,Licensed Preacher; Missionary,,"Missionary Herald, vol.20 (1824), 3"
S06,P0372,1824,Farmer,,"Missionary Herald, vol.20 (1824), 3"
S061,P0178,1824,Missionary,,"Missionary Herald, vol.20 (1824), 2"
S061,P0307,1824,Schoolmaster,,"Missionary Herald, vol.20 (1824), 2"
S065,P0127,1824,Teacher,,"OIA Microfilm 234:772, 381"
S065,P0226,1824,Teacher,,"OIA Microfilm 234:772, 381"
S065,P0230,1824,Teacher,,"OIA Microfilm 234:772, 381"
S066,P0188,1824,Missionary,,"Missionary Herald, vol.20 (1824), 93"
S067,P0004,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S067,P0006,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S067,P0065,1824,Present,Estimated based on documentary evidence,*estimated based on various forms of documentary evidence
S067,P0129,1824,Assistant Missionary,,"Missionary Herald, vol.20 (1824), 93"
S067,P0383,1824,Missionary,,"Missionary Herald, vol.20 (1824), 93"
S067,P0126,1824,Carpenter,,"OIA Microfilm 234:772, 423"
S067,P0134,1824,Smith/Assistant Missionary,,"OIA Microfilm 234:772, 423"
S067,P0208,1824,Assistant Superintendent and Missionary,,"OIA Microfilm 234:772, 423"
S067,P0224,1824,Steward and Assistant Missionary,,"OIA Microfilm 234:772, 423"
S067,P0284,1824,Teacher/ Assistant Missionary,,"OIA Microfilm 234:772, 423"
S067,P0302,1824,Physician; Surgeon,,"OIA Microfilm 234:772, 423"
S067,P0349,1824,Farmer/Assistant Missionary,,"OIA Microfilm 234:772, 423"
S067,P0382,1824,Teacher; Assistant Missionary,,"OIA Microfilm 234:772, 423"
S070,P0368,1824,Missionary,,"Missionary Herald, vol.20 (1824), 2"
S01,P0021,1825,Present,,"Missionary Herald, vol.21 (1825), 4"
S01,P0064,1825,Present,,"Missionary Herald, vol.21 (1825), 4"
S01,P0173,1825,Missionary,,"Missionary Herald, vol.21 (1825), 4"
S01,P0186,1825,Teacher,,"Missionary Herald, vol.21 (1825), 4"
S010,P0436,1825,Present,,"Joseph Tracy, History of American Missions to the Heathen, from Their Commencement to the Present Time (Worcester: Spooner & Howland, 1840), 344"
S010,P0234,1825,Assistant Missionary,,"Missionary Herald, vol.21 (1825), 6"
S010,P0298,1825,Teacher,,"Missionary Herald, vol.21 (1825), 6"
S010,P0379,1825,Assistant Missionary,,"Missionary Herald, vol.21 (1825), 6"
S016,P0023,1825,Present,,"Missionary Herald, vol.21 (1825), 3"
S016,P0074,1825,Present,,"Missionary Herald, vol.21 (1825), 3"
S016,P0204,1825,Teacher,,"Missionary Herald, vol.21 (1825), 3"
S016,P0269,1825,Interpreter,,"Missionary Herald, vol.21 (1825), 3"
S016,P0377,1825,Missionary,,"Missionary Herald, vol.21 (1825), 3"
S017,P0007,1825,Present,,"Missionary Herald, vol.21 (1825), 4"
S017,P0016,1825,Present,,"Missionary Herald, vol.21 (1825), 4"
S017,P0036,1825,Present,,"Missionary Herald, vol.21 (1825), 4"
S017,P0038,1825,Present,,"Missionary Herald, vol.21 (1825), 4"
S017,P0135,1825,Missionary,,"Missionary Herald, vol.21 (1825), 4"
S017,P0154,1825,Mechanic,,"Missionary Herald, vol.21 (1825), 4"
S017,P0167,1825,Missionary,,"Missionary Herald, vol.21 (1825), 4"
S017,P0205,1825,Teacher,,"Missionary Herald, vol.21 (1825), 4"
S017,P0255,1825,Steward,,"Missionary Herald, vol.21 (1825), 4"
S017,P0260,1825,Farmer,,"Missionary Herald, vol.21 (1825), 4"
